image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/hong_kong_radio_top_ten_chinese_golden_songs_award_ceremony-3227-04.jpg,What specific music award event is being celebrated?,Top Ten Chinese Golden Songs
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/hong_kong_radio_top_ten_chinese_golden_songs_award_ceremony-3227-04.jpg,What formal attire do the boys in the front row primarily wear?,dark suits
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/hong_kong_radio_top_ten_chinese_golden_songs_award_ceremony-3227-04.jpg,How are the girls in the last row dressed?,evening gowns
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/hong_kong_radio_top_ten_chinese_golden_songs_award_ceremony-3227-41.jpg,What music industry event is celebrated in the image?,awards ceremony
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/hong_kong_radio_top_ten_chinese_golden_songs_award_ceremony-3227-41.jpg,What does the attire of the men indicate about their involvement?,"""Top Ten Chinese Music"" shirts"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/hong_kong_radio_top_ten_chinese_golden_songs_award_ceremony-3227-41.jpg,What type of cultural contributions are recognized at this event?,Chinese music achievements
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-12.jpg,What color is the man's hair?,yellow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-12.jpg,What natural setting is in the background?,a bamboo grove
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-12.jpg,What color are the decorative objects hanging in the background?,yellow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-55.jpg,What unique aspect enhances the outfit of the person in white clothing?,a skirt
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-55.jpg,What type of gallery atmosphere is suggested by the arrangement of texts and images?,art exhibition
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-55.jpg,What kind of light illuminates the text and images?,gentle lighting
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-78.jpg,What art style is represented by the vibrant gradient in the image?,modern and stylish design
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-78.jpg,How many posters are on the wall behind the person?,eleven posters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-81.jpg,What cultural contrast is highlighted in the first scene?,Foreigner in a Chinese setting
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-81.jpg,What season is the woman in the first scene dressed for?,winter
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-81.jpg,What notable feature does the woman wear in the second image?,fur-embellished maroon down jacket
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-86.jpg,What season is suggested by the bare trees?,autumn or winter
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-86.jpg,What kind of footwear adds edginess to her look?,black boots
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-86.jpg,What specific character of the buildings indicates an academic setting?,text resembling 'University 07'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-89.jpg,What is the name of the prominent Chinese singer featured?,Zhang Shaohan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-89.jpg,What type of crown does Zhang Shaohan wear?,diamond-studded crown
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/kate_culture-454-89.jpg,What ethnic minority is suggested for the second girl?,possibly ethnic minority
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/li_ximing,_beijing_secretary_municipal_committee_of_the_cpc,_criticized_the_students_to_conduct_cultural_revolution-2092-42.jpg",What was the purpose of the vigil held on June 4?,to commemorate Tiananmen Square
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/li_ximing,_beijing_secretary_municipal_committee_of_the_cpc,_criticized_the_students_to_conduct_cultural_revolution-2092-42.jpg",What is the title of the publication that includes the color report?,Beijing Spring Collection
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/li_ximing,_beijing_secretary_municipal_committee_of_the_cpc,_criticized_the_students_to_conduct_cultural_revolution-2092-42.jpg",In what language are the smaller text annotations inscribed?,traditional Chinese characters
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/li_ximing,_beijing_secretary_municipal_committee_of_the_cpc,_criticized_the_students_to_conduct_cultural_revolution-2092-52.jpg",What color is the man's jacket?,dark brown
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/li_ximing,_beijing_secretary_municipal_committee_of_the_cpc,_criticized_the_students_to_conduct_cultural_revolution-2092-52.jpg",What instrument is the man holding?,guitar
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/li_ximing,_beijing_secretary_municipal_committee_of_the_cpc,_criticized_the_students_to_conduct_cultural_revolution-2092-52.jpg",What pattern is on the woman's skirt?,red floral and green leaf
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/major_sports-875-27.jpg,What major international event is highlighted in Zhangjiakou?,2022 Winter Olympics
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/major_sports-875-27.jpg,What is depicted in the Olympic logo representing winter sports?,a skier
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/major_sports-875-27.jpg,What do the Chinese characters in the image represent?,Beijing Olympics
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/major_sports-875-91.jpg,Which flags are prominently displayed on the sailboats?,"United Kingdom, Japan, United States"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/major_sports-875-91.jpg,What type of competition is depicted in the image?,sailing competition
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/major_sports-875-91.jpg,What does 'BRA' signify on the Brazilian sailboat?,Brazil
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/major_sports-875-95.jpg,What significant marathon event does the interface promote?,2016 Chicago Marathon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/major_sports-875-95.jpg,What type of community activity is highlighted by athlete images?,marathon running
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/marriage-954-41.jpg,What colorful flowers enhance the scene's natural beauty?,Various colorful flowers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/marriage-954-41.jpg,What does the quotation in the top left corner emphasize?,Importance of love in marriage
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/marriage-954-41.jpg,What type of birds are illustrated in the top right corner?,Yellow birds
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/marriage-954-75.jpg,What theme is emphasized in the Traditional Chinese text?,Happy marriages
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/marriage-954-75.jpg,What specific type of flora surrounds the couple?,reeds
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/marriage-954-75.jpg,What does the article's title suggest about adapting in marriage?,Reconciling differences
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-10.jpg,What specific award is being celebrated in this ceremony?,Music Pioneer 2015 Annual Awards
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-10.jpg,Which organization is associated with this awards ceremony?,Guangdong Radio and Television
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-10.jpg,What unique design feature does the woman's dress have?,black and white straps
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-55.jpg,What unique design does his suit resemble?,lightning bolts
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-55.jpg,Which ear does he have an earring in?,right ear
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-79.jpg,What Chinese ethnic aspect may the woman's hair color suggest?,Dyed hair color
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-79.jpg,What is the color of the woman's outfit?,Red dress
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-79.jpg,What type of event is this scene likely from?,Concert or musical event
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-91.jpg,What specific feature does the singer's blue suit have?,white inner lining
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-91.jpg,What color is the background that emphasizes the singer's presence?,deep red
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-95.jpg,What cultural attire is the Muslim woman wearing?,blue headscarf and skirt
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-95.jpg,What does the trophy represent in this context?,achievement and excellence
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/music_pioneer_list_yearly_award_ceremony-2-95.jpg,What event is this ceremony celebrating?,Music Pioneer 2015 Annual Awards
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-08.png",What unique architectural feature is prominent in the foreground?,striking building designs
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-08.png",What effect does the blending of day and night create?,ethereal quality
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-37.png",What historical sites are located in Beijing?,Forbidden City and Great Wall
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-37.png",What city is famous for spicy hot pot?,Chongqing
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-37.png",What is Guangzhou known for?,trade and Cantonese cuisine
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-64.jpg",What is the significance of Gongyi in the plan?,Lü Processing Base and Cultural District
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-64.jpg",What does the color green represent on the map?,"growth, prosperity, and environmental considerations"
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-75.jpg",What festival traditionally celebrates with bright powders in India?,Holi
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-75.jpg",What distinctive color indicates high sediment in the river?,brownish-yellow hue
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-75.jpg",What type of play areas are highlighted for children's recreation?,playgrounds
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-85.jpg",What social media platform is mentioned for accessing services in China?,WeChat
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-85.jpg",What type of layout in advertisements is referenced as common?,promotional style
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-99.png",What is the central theme of the map related to Beijing?,urban planning strategies
"https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/national_capital,_city_of_the_world,_famous_cultural_city,_most_livable_city-1123-99.png",What phrase describes the proposed developmental strategy for Beijing?,"one bamboo, one household"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/nowhere_to_hide_dance-2636-11.jpg,Who is the artist performing at the concert?,Xu Haihao
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/nowhere_to_hide_dance-2636-11.jpg,What is the title of the concert?,No Escape
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/nowhere_to_hide_dance-2636-11.jpg,In which city is the concert taking place?,Nanjing
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-10.jpg,What universities endorsed the book?,Tsinghua University and Renmin University
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-10.jpg,Who is one notable scholar that endorsed the book?,Lian Mei
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-10.jpg,What is the subtitle of the book?,A Reflection on American Political Culture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-12.jpg,What does the blue color symbolize in Chinese culture?,healing and peace
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-12.jpg,What cultural element is represented by the rockery?,harmony with nature
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-12.jpg,Which dynasty's themes are highlighted by the emperor figure?,Tang dynasty
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-41.jpg,What is the significance of the blue signs displaying a left-pointing label?,They direct travelers.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-41.jpg,What cultural craft is showcased in the storefront on the right side?,Russian nesting dolls
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-70.jpg,"What type of event does the scene evoke, related to the American political culture?",presidential election
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/political_culture-1498-70.jpg,What does the assortment of papers in the background suggest?,planning or campaign strategies
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-02.jpg,Who is the well-known singer holding the award?,Yang Zongwei
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-02.jpg,What does the trophy he holds signify?,an award of honor
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-02.jpg,What social media platform does the one-eyed doll represent?,Sina Weibo
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-02.jpg,What is the name of the awards ceremony?,New City Mandarin Awards
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-07.jpg,What awards did Yang Zongwei win at the New City Mandarin Music Awards?,four awards
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-07.jpg,Which platform features the webpage?,Sina Music
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-07.jpg,What rumor is there about Jay Chou?,planning to marry in December
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-17.jpg,Who is the male celebrity featured in the image?,Yang Zongwei
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-17.jpg,What does the text in the bottom right corner signify?,Yang Zongwei Supporter’s Association Opera House
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-23.jpg,What type of dress is the girl wearing?,a classic black dress
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-23.jpg,What color is the trophy's body?,bright yellow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-23.jpg,What does the trophy symbolize?,achievement or recognition
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-23.jpg,What hairstyle does the girl have?,a ponytail
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-60.jpg,What is the significance of the trophy she is holding?,Mandarin Award Ceremony
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-60.jpg,What colors are prominently featured in the background decorations?,red and green
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-79.jpg,What is the name of the event celebrated in this image?,Music Award
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-79.jpg,What does the red background symbolize in Chinese culture?,good fortune and happiness
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-79.jpg,What is the Mandarin term for the Music Award?,音乐奖 (Yīnyuè Jiǎng)
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-81.jpg,What does the award-winning woman hold in her right hand?,a trophy
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-81.jpg,What colors are the dresses worn by the women in the foreground?,black dresses
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-81.jpg,What type of event is this scene depicting?,an awards ceremony
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-89.jpg,What does the woman display in her right hand in the top image?,a trophy
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-89.jpg,What is written in the top right corner of the first image?,"""Live"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-89.jpg,What type of earrings does she wear in the middle image?,large triangular earrings
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-91.jpg,Who is the likely well-known personality resembling Xu Song?,a celebrity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-91.jpg,Which brands are represented with microphones in the scene?,"Tudou, Sohu, iQIYI"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-91.jpg,What is the color of the backdrop in the image?,vibrant blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-95.jpg,What country's celebrity culture is suggested as the context of this image?,Taiwan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-95.jpg,What popular social media platform is mentioned in the image?,Weibo
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/prize_giving_ceremony_metro-radio_mandarin_power_nation-wide_most_popular_idol-1534-95.jpg,What unique feature is included inside the trophies the woman holds?,flowers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-07.jpg,What traditional Chinese festival is referenced in the image?,Qingming Festival
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-07.jpg,What flower is prominently featured in the composition?,lotus flower
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-07.jpg,What artistic style does the image resemble?,traditional Chinese ink painting
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-28.jpg,What festival does the image represent?,Qingming Festival
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-28.jpg,What items are traditionally burned as offerings?,joss paper
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-28.jpg,What fruit symbolizes prosperity in Chinese culture?,apples
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-28.jpg,What color is the headscarf worn by the woman?,green
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-40.jpg,What is the significance of the hats worn by the individuals?,indicate rainy weather
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-40.jpg,What activity are the individuals engaged in at the cemetery?,cleaning and honoring the deceased
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-40.jpg,What colors are the umbrellas being used by the individuals?,light blue and dark blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-74.jpg,What creature's ambiguous representation is in the painting?,a swan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-74.jpg,What color are the mist's eyes?,yellow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-74.jpg,Which lunar phase is depicted in the painting?,half moon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-82.jpg,What does the Qingming Festival primarily honor?,ancestors
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-82.jpg,What traditional poem is included in the artwork?,Qingming
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-82.jpg,What animal carries a tub in the traditional painting?,a cow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-98.jpg,What does the leaping fish symbolize in the illustration?,progress and overcoming obstacles
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/qingming_festival-1999-98.jpg,What delicate creature adds a whimsical touch to the scene?,a butterfly
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-13.jpg,What phrase is displayed in the upper left corner?,Defeated Queen
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-13.jpg,What type of gathering is taking place in the bar setting?,a festive atmosphere
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-16.jpg,What film or project is being promoted by the individuals?,Defeated Dog
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-16.jpg,What do the Chinese characters on the billboard say?,败犬
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-31.jpg,What distinctive feature decorates the central bottle on the tables?,red patterns
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-31.jpg,How does the woman in the foreground style her hair?,blunt bangs
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/queen_of_no_marriage-1506-39.jpg,What type of cake is featured in the image?,red fruit cake
